"Mineral Name","IMA Chemistry (plain)","IMA Chemistry (concise)"
"Mendozavilite-NaCu","[Na2(H2O)15Cu(H2O)6][Mo8P2Fe3+3O34(OH)3]","[Na_2_(H_2_O)_15_Cu(H_2_O)_6_][Mo_8_P_2_Fe^3+^_3_O_34_(OH)_3_]"
"Mendozavilite-NaFe","[Na2(H2O)15Fe3+(H2O)6][Mo8P2Fe3+3O35(OH)2]","[Na_2_(H_2_O)_15_Fe^3+^(H_2_O)_6_][Mo_8_P_2_Fe^3+^_3_O_35_(OH)_2_]"
"Mendozite","NaAl(SO4)2·11H2O","NaAl(SO_4_)_2_·11H_2_O"
"Meneghinite","Pb13CuSb7S24","Pb_13_CuSb_7_S_24_"
"Menezesite","Ba3MgZr4Nb12O42·12H2O","Ba_3_MgZr_4_Nb_12_O_42_·12H_2_O"
"Mengeite","Ba(Mg,Mn2+)Mn3+4(PO4)4(OH)4·4H2O","Ba(Mg,Mn^2+^)Mn^3+^_4_(PO_4_)_4_(OH)_4_·4H_2_O"
"Mengxianminite","Ca2Sn2Mg3Al8[(BO3)(BeO4)O6]2","Ca_2_Sn_2_Mg_3_Al_8_[(BO_3_)(BeO_4_)O_6_]_2_"
"Meniaylovite","Ca4AlSi(SO4)F13·12H2O","Ca_4_AlSi(SO_4_)F_13_·12H_2_O"
"Menshikovite","Pd3Ni2As3","Pd_3_Ni_2_As_3_"
"Menzerite-(Y)","(CaY2)Mg2(SiO4)3","(CaY_2_)Mg_2_(SiO_4_)_3_"
"Mercallite","KH(SO4)","KH(SO_4_)"
"Mercury","Hg","Hg"
"Mereheadite","Pb47O24(OH)13Cl25(BO3)2(CO3)","Pb_47_O_24_(OH)_13_Cl_25_(BO_3_)_2_(CO_3_)"
"Mereiterite","K2Fe2+(SO4)2·4H2O","K_2_Fe^2+^(SO_4_)_2_·4H_2_O"
"Merelaniite","Pb4Mo4VSbS15","Pb_4_Mo_4_VSbS_15_"
"Merenskyite","PdTe2","PdTe_2_"
"Meridianiite","Mg(SO4)·11H2O","Mg(SO_4_)·11H_2_O"
"Merlinoite","K5Ca2(Si23Al9)O64·24H2O","K_5_Ca_2_(Si_23_Al_9_)O_64_·24H_2_O"
"Merrihueite","(K,Na)2(Fe2+,Mg)5Si12O30","(K,Na)_2_(Fe^2+^,Mg)_5_Si_12_O_30_"
"Merrillite","Ca9NaMg(PO4)7","Ca_9_NaMg(PO_4_)_7_"
"Mertieite","Pd8Sb2.5As0.5","Pd_8_Sb_2.5_As_0.5_"
"Merwinite","Ca3Mg(SiO4)2","Ca_3_Mg(SiO_4_)_2_"
"Mesaite","CaMn2+5(V2O7)3·12H2O","CaMn^2+^_5_(V_2_O_7_)_3_·12H_2_O"
"Mesolite","Na2Ca2(Si9Al6)O30·8H2O","Na_2_Ca_2_(Si_9_Al_6_)O_30_·8H_2_O"
"Messelite","Ca2Fe2+(PO4)2·2H2O","Ca_2_Fe^2+^(PO_4_)_2_·2H_2_O"
"Meta-aluminite","Al2(SO4)(OH)4·5H2O","Al_2_(SO_4_)(OH)_4_·5H_2_O"
"Meta-alunogen","Al2(SO4)3·14H2O","Al_2_(SO_4_)_3_·14H_2_O"
"Meta-ankoleite","K(UO2)(PO4)·3H2O","K(UO_2_)(PO_4_)·3H_2_O"
"Meta-autunite","Ca(UO2)2(PO4)2·6H2O","Ca(UO_2_)_2_(PO_4_)_2_·6H_2_O"
"Metaborite","HBO2","HBO_2_"
"Metacalciouranoite","(Ca,Na,Ba)U2O7·2H2O","(Ca,Na,Ba)U_2_O_7_·2H_2_O"
"Metacinnabar","HgS","HgS"
"Metadelrioite","SrCa(VO3)2(OH)2","SrCa(VO_3_)_2_(OH)_2_"
"Metahaiweeite","Ca(UO2)2Si6O15·nH2O","Ca(UO_2_)_2_Si_6_O_15_·nH_2_O"
"Metaheinrichite","Ba(UO2)2(AsO4)2·8H2O","Ba(UO_2_)_2_(AsO_4_)_2_·8H_2_O"
"Metahewettite","CaV5+6O16·3H2O","CaV^5+^_6_O_16_·3H_2_O"
"Metahohmannite","Fe3+2O(SO4)2·4H2O","Fe^3+^_2_O(SO_4_)_2_·4H_2_O"
"Metakahlerite","Fe2+(UO2)2(AsO4)2·8H2O","Fe^2+^(UO_2_)_2_(AsO_4_)_2_·8H_2_O"
"Metakirchheimerite","Co(UO2)2(AsO4)2·8H2O","Co(UO_2_)_2_(AsO_4_)_2_·8H_2_O"
"Metaköttigite","(Zn,Fe3+)3(AsO4)2·8(H2O,OH)","(Zn,Fe^3+^)_3_(AsO_4_)_2_·8(H_2_O,OH)"
"Metalodèvite","Zn(UO2)2(AsO4)2·10H2O","Zn(UO_2_)_2_(AsO_4_)_2_·10H_2_O"
"Metamunirite","NaV5+O3","NaV^5+^O_3_"
"Metanatroautunite","Na(UO2)(PO4)·3H2O","Na(UO_2_)(PO_4_)·3H_2_O"
"Metanováčekite","Mg(UO2)2(AsO4)2·8H2O","Mg(UO_2_)_2_(AsO_4_)_2_·8H_2_O"
"Metarauchite","Ni(UO2)2(AsO4)2·8H2O","Ni(UO_2_)_2_(AsO_4_)_2_·8H_2_O"
"Metarossite","CaV5+2O6·2H2O","CaV^5+^_2_O_6_·2H_2_O"
"Metasaléeite","Mg(UO2)2(PO4)2·8H2O","Mg(UO_2_)_2_(PO_4_)_2_·8H_2_O"
"Metaschoderite","Al(PO4)·3H2O","Al(PO_4_)·3H_2_O"
"Metaschoepite","(UO2)8O2(OH)12·10H2O","(UO_2_)_8_O_2_(OH)_12_·10H_2_O"
"Metasideronatrite","Na2Fe3+(SO4)2(OH)·H2O","Na_2_Fe^3+^(SO_4_)_2_(OH)·H_2_O"
"Metastibnite","Sb2S3","Sb_2_S_3_"
"Metastudtite","UO4·2H2O","UO_4_·2H_2_O"
"Metaswitzerite","Mn2+3(PO4)2·4H2O","Mn^2+^_3_(PO_4_)_2_·4H_2_O"
"Metatamboite","Fe3+3(OH)(H2O)2(SO4)(Te4+O3)3[Te4+O(OH)2](H2O)","Fe^3+^_3_(OH)(H_2_O)_2_(SO_4_)(Te^4+^O_3_)_3_[Te^4+^O(OH)_2_](H_2_O)"
"Metathénardite","Na2(SO4)","Na_2_(SO_4_)"
"Metatorbernite","Cu(UO2)2(PO4)2·8H2O","Cu(UO_2_)_2_(PO_4_)_2_·8H_2_O"
"Metatyuyamunite","Ca(UO2)2(VO4)2·3H2O","Ca(UO_2_)_2_(VO_4_)_2_·3H_2_O"
"Metauramphite","(NH4)2(UO2)2(PO4)2·6H2O","(NH_4_)_2_(UO_2_)_2_(PO_4_)_2_·6H_2_O"
"Metauranocircite","Ba(UO2)2(PO4)2·6H2O","Ba(UO_2_)_2_(PO_4_)_2_·6H_2_O"
"Metauranopilite","(UO2)6(SO4)(OH)10·5H2O","(UO_2_)_6_(SO_4_)(OH)_10_·5H_2_O"
"Metauranospinite","Ca(UO2)2(AsO4)2·8H2O","Ca(UO_2_)_2_(AsO_4_)_2_·8H_2_O"
"Metauroxite","(UO2)2(C2O4)(OH)2(H2O)2","(UO_2_)_2_(C_2_O_4_)(OH)_2_(H_2_O)_2_"
"Metavandendriesscheite","PbU7O22·nH2O","PbU_7_O_22_·nH_2_O"
"Metavanmeersscheite","U(UO2)3(PO4)2(OH)6·2H2O","U(UO_2_)_3_(PO_4_)_2_(OH)_6_·2H_2_O"
"Metavanuralite","Al(UO2)2(VO4)2(OH)·8H2O","Al(UO_2_)_2_(VO_4_)_2_(OH)·8H_2_O"
"Metavariscite","Al(PO4)·2H2O","Al(PO_4_)·2H_2_O"
"Metavauxite","Fe2+Al2(PO4)2(OH)2·8H2O","Fe^2+^Al_2_(PO_4_)_2_(OH)_2_·8H_2_O"
"Metavivianite","Fe2+Fe3+2(PO4)2(OH)2·6H2O","Fe^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_·6H_2_O"
"Metavoltine","K2Na6Fe2+Fe3+6O2(SO4)12·18H2O","K_2_Na_6_Fe^2+^Fe^3+^_6_O_2_(SO_4_)_12_·18H_2_O"
"Metazellerite","Ca(UO2)(CO3)2·3H2O","Ca(UO_2_)(CO_3_)_2_·3H_2_O"
"Metazeunerite","Cu(UO2)2(AsO4)2·8H2O","Cu(UO_2_)_2_(AsO_4_)_2_·8H_2_O"
"Meurigite-K","KFe3+8(PO4)6(OH)7·6.5H2O","KFe^3+^_8_(PO_4_)_6_(OH)_7_·6.5H_2_O"
"Meurigite-Na","[Na(H2O)2.5][Fe3+8(PO4)6(OH)7(H2O)4]","[Na(H_2_O)_2.5_][Fe^3+^_8_(PO_4_)_6_(OH)_7_(H_2_O)_4_]"
"Meyerhofferite","CaB3O3(OH)5·H2O","CaB_3_O_3_(OH)_5_·H_2_O"
"Meymacite","WO3·2H2O","WO_3_·2H_2_O"
"Meyrowitzite","Ca(UO2)(CO3)2·5H2O","Ca(UO_2_)(CO_3_)_2_·5H_2_O"
"Mgriite","Cu3AsSe3","Cu_3_AsSe_3_"
"Mianningite","([box],Pb,Ce,Na)(U4+,Mn,U6+)Fe3+2(Ti,Fe3+)18O38","([box],Pb,Ce,Na)(U^4+^,Mn,U^6+^)Fe^3+^_2_(Ti,Fe^3+^)_18_O_38_"
"Miargyrite","AgSbS2","AgSbS_2_"
"Miassite","Rh17S15","Rh_17_S_15_"
"Michalskiite","Cu2+Mg3Fe3+3.33(VO4)6","Cu^2+^Mg_3_Fe^3+^_3.33_(VO_4_)_6_"
"Micheelsenite","(Ca,Y)3Al(PO3OH)(CO3)(OH)6·12H2O","(Ca,Y)_3_Al(PO_3_OH)(CO_3_)(OH)_6_·12H_2_O"
"Michenerite","PdBiTe","PdBiTe"
"Michitoshiite-(Cu)","Rh(Cu1-xGex) 0<x≤0.5","Rh(Cu_1-x_Ge_x_) 0<x≤0.5"
"Microcline","K(AlSi3O8)","K(AlSi_3_O_8_)"
"Microsommite","[(Na,K)6(SO4)][Ca2Cl2][(Si6Al6O24)]","[(Na,K)_6_(SO_4_)][Ca_2_Cl_2_][(Si_6_Al_6_O_24_)]"
"Middendorfite","K3Na2Mn5Si12(O,OH)36·2H2O","K_3_Na_2_Mn_5_Si_12_(O,OH)_36_·2H_2_O"
"Middlebackite","Cu2C2O4(OH)2","Cu_2_C_2_O_4_(OH)_2_"
"Mieite-(Y)","Y4Ti(SiO4)2O[F,(OH)]6","Y_4_Ti(SiO_4_)_2_O[F,(OH)]_6_"
"Miersite","AgI","AgI"
"Miessiite","Pd11Te2Se2","Pd_11_Te_2_Se_2_"
"Miguelromeroite","Mn5(AsO3OH)2(AsO4)2(H2O)4","Mn_5_(AsO_3_OH)_2_(AsO_4_)_2_(H_2_O)_4_"
"Miharaite","PbCu4FeBiS6","PbCu_4_FeBiS_6_"
"Mikasaite","Fe3+2(SO4)3","Fe^3+^_2_(SO_4_)_3_"
"Mikecoxite","[CHg4]OCl2","[CHg_4_]OCl_2_"
"Mikehowardite","Fe3+4(V5+O4)4(H2O)2·H2O","Fe^3+^_4_(V^5+^O_4_)_4_(H_2_O)_2_·H_2_O"
"Mikenewite","Mn2+(S4+O3)·3H2O","Mn^2+^(S^4+^O_3_)·3H_2_O"
"Milanriederite","(Ca,REE)19Fe3+Al4(Mg,Al,Fe3+)8Si18O68(OH,O)10","(Ca,REE)_19_Fe^3+^Al_4_(Mg,Al,Fe^3+^)_8_Si_18_O_68_(OH,O)_10_"
"Milarite","KCa2(Be2AlSi12)O30·H2O","KCa_2_(Be_2_AlSi_12_)O_30_·H_2_O"
"Milkovoite","Cu4O(PO4)(AsO4)","Cu_4_O(PO_4_)(AsO_4_)"
"Millerite","NiS","NiS"
"Millisite","NaCaAl6(PO4)4(OH)9·3H2O","NaCaAl_6_(PO_4_)_4_(OH)_9_·3H_2_O"
"Millosevichite","Al2(SO4)3","Al_2_(SO_4_)_3_"
"Millsite","CuTeO3·2H2O","CuTeO_3_·2H_2_O"
"Milotaite","PdSbSe","PdSbSe"
"Mimetite","Pb5(AsO4)3Cl","Pb_5_(AsO_4_)_3_Cl"
"Minakawaite","RhSb","RhSb"
"Minasragrite","V4+O(SO4)·5H2O","V^4+^O(SO_4_)·5H_2_O"
"Mineevite-(Y)","Na25BaY2(CO3)11(HCO3)4(SO4)2F2Cl","Na_25_BaY_2_(CO_3_)_11_(HCO_3_)_4_(SO_4_)_2_F_2_Cl"
"Minehillite","(K,Na)2Ca28Zn5Al4Si40O112(OH)16","(K,Na)_2_Ca_28_Zn_5_Al_4_Si_40_O_112_(OH)_16_"
"Minguzzite","K3Fe3+(C2O4)3·3H2O","K_3_Fe^3+^(C_2_O_4_)_3_·3H_2_O"
